Drug,Age_Group,Base_Dose,Multiplier
fluphenazine,Infant,164,0.3
fluphenazine,Adult,164,1.0
fluphenazine,OldAge,164,0.75
thiothixene,Infant,213,0.3
thiothixene,Adult,213,1.0
thiothixene,OldAge,213,0.75
iloperidone,Infant,278,0.3
iloperidone,Adult,278,1.0
iloperidone,OldAge,278,0.75
cyclopentolate,Infant,478,0.3
cyclopentolate,Adult,478,1.0
cyclopentolate,OldAge,478,0.75
"rabies immune globulin, human",Infant,93,0.3
"rabies immune globulin, human",Adult,93,1.0
"rabies immune globulin, human",OldAge,93,0.75
"rabies vaccine, purified chick embryo cell",Infant,281,0.3
"rabies vaccine, purified chick embryo cell",Adult,281,1.0
"rabies vaccine, purified chick embryo cell",OldAge,281,0.75
"rabies vaccine, human diploid cell",Infant,103,0.3
"rabies vaccine, human diploid cell",Adult,103,1.0
"rabies vaccine, human diploid cell",OldAge,103,0.75
pentetate calcium trisodium,Infant,319,0.3
pentetate calcium trisodium,Adult,319,1.0
pentetate calcium trisodium,OldAge,319,0.75
prussian blue,Infant,379,0.3
prussian blue,Adult,379,1.0
prussian blue,OldAge,379,0.75
pentetate zinc trisodium,Infant,382,0.3
pentetate zinc trisodium,Adult,382,1.0
pentetate zinc trisodium,OldAge,382,0.75
felodipine,Infant,150,0.3
felodipine,Adult,150,1.0
felodipine,OldAge,150,0.75
isradipine,Infant,431,0.3
isradipine,Adult,431,1.0
isradipine,OldAge,431,0.75
nisoldipine,Infant,485,0.3
nisoldipine,Adult,485,1.0
nisoldipine,OldAge,485,0.75
nevirapine,Infant,178,0.3
nevirapine,Adult,178,1.0
nevirapine,OldAge,178,0.75
homatropine,Infant,337,0.3
homatropine,Adult,337,1.0
homatropine,OldAge,337,0.75
belatacept,Infant,465,0.3
belatacept,Adult,465,1.0
belatacept,OldAge,465,0.75
muromonab-cd3,Infant,336,0.3
muromonab-cd3,Adult,336,1.0
muromonab-cd3,OldAge,336,0.75
anti-thymocyte globulin (rabbit),Infant,104,0.3
anti-thymocyte globulin (rabbit),Adult,104,1.0
anti-thymocyte globulin (rabbit),OldAge,104,0.75
nitric oxide,Infant,432,0.3
nitric oxide,Adult,432,1.0
nitric oxide,OldAge,432,0.75
caffeine / sodium benzoate,Infant,275,0.3
caffeine / sodium benzoate,Adult,275,1.0
caffeine / sodium benzoate,OldAge,275,0.75
voretigene neparvovec,Infant,405,0.3
voretigene neparvovec,Adult,405,1.0
voretigene neparvovec,OldAge,405,0.75
prothrombin complex,Infant,119,0.3
prothrombin complex,Adult,119,1.0
prothrombin complex,OldAge,119,0.75
coagulation factor xa,Infant,119,0.3
coagulation factor xa,Adult,119,1.0
coagulation factor xa,OldAge,119,0.75
idarucizumab,Infant,167,0.3
idarucizumab,Adult,167,1.0
idarucizumab,OldAge,167,0.75
sugammadex,Infant,292,0.3
sugammadex,Adult,292,1.0
sugammadex,OldAge,292,0.75
atropine / edrophonium,Infant,254,0.3
atropine / edrophonium,Adult,254,1.0
atropine / edrophonium,OldAge,254,0.75
sulfadiazine,Infant,156,0.3
sulfadiazine,Adult,156,1.0
sulfadiazine,OldAge,156,0.75
brompheniramine / phenylephrine,Infant,389,0.3
brompheniramine / phenylephrine,Adult,389,1.0
brompheniramine / phenylephrine,OldAge,389,0.75
chlorpheniramine / methscopolamine / phenylephrine,Infant,497,0.3
chlorpheniramine / methscopolamine / phenylephrine,Adult,497,1.0
chlorpheniramine / methscopolamine / phenylephrine,OldAge,497,0.75
crotamiton,Infant,331,0.3
crotamiton,Adult,331,1.0
crotamiton,OldAge,331,0.75
penicillin g benzathine / procaine penicillin,Infant,208,0.3
penicillin g benzathine / procaine penicillin,Adult,208,1.0
penicillin g benzathine / procaine penicillin,OldAge,208,0.75
diclofenac / misoprostol,Infant,239,0.3
diclofenac / misoprostol,Adult,239,1.0
diclofenac / misoprostol,OldAge,239,0.75
antivenom (centruroides scorpion),Infant,286,0.3
antivenom (centruroides scorpion),Adult,286,1.0
antivenom (centruroides scorpion),OldAge,286,0.75
olopatadine,Infant,458,0.3
olopatadine,Adult,458,1.0
olopatadine,OldAge,458,0.75
coal tar,Infant,330,0.3
coal tar,Adult,330,1.0
coal tar,OldAge,330,0.75
paricalcitol,Infant,469,0.3
paricalcitol,Adult,469,1.0
paricalcitol,OldAge,469,0.75
doxercalciferol,Infant,416,0.3
doxercalciferol,Adult,416,1.0
doxercalciferol,OldAge,416,0.75
dexmedetomidine,Infant,301,0.3
dexmedetomidine,Adult,301,1.0
dexmedetomidine,OldAge,301,0.75
dobutamine,Infant,284,0.3
dobutamine,Adult,284,1.0
dobutamine,OldAge,284,0.75
teduglutide,Infant,278,0.3
teduglutide,Adult,278,1.0
teduglutide,OldAge,278,0.75
demeclocycline,Infant,403,0.3
demeclocycline,Adult,403,1.0
demeclocycline,OldAge,403,0.75
ibuprofen / pseudoephedrine,Infant,488,0.3
ibuprofen / pseudoephedrine,Adult,488,1.0
ibuprofen / pseudoephedrine,OldAge,488,0.75
acetaminophen / phenylephrine,Infant,79,0.3
acetaminophen / phenylephrine,Adult,79,1.0
acetaminophen / phenylephrine,OldAge,79,0.75
acetaminophen / pseudoephedrine,Infant,366,0.3
acetaminophen / pseudoephedrine,Adult,366,1.0
acetaminophen / pseudoephedrine,OldAge,366,0.75
dexbrompheniramine / pseudoephedrine,Infant,309,0.3
dexbrompheniramine / pseudoephedrine,Adult,309,1.0
dexbrompheniramine / pseudoephedrine,OldAge,309,0.75
cevimeline,Infant,225,0.3
cevimeline,Adult,225,1.0
cevimeline,OldAge,225,0.75
tecovirimat,Infant,442,0.3
tecovirimat,Adult,442,1.0
tecovirimat,OldAge,442,0.75
smallpox vaccine,Infant,429,0.3
smallpox vaccine,Adult,429,1.0
smallpox vaccine,OldAge,429,0.75
nicotine,Infant,303,0.3
nicotine,Adult,303,1.0
nicotine,OldAge,303,0.75
varenicline,Infant,253,0.3
varenicline,Adult,253,1.0
varenicline,OldAge,253,0.75
papaverine,Infant,120,0.3
papaverine,Adult,120,1.0
papaverine,OldAge,120,0.75
larotrectinib,Infant,181,0.3
larotrectinib,Adult,181,1.0
larotrectinib,OldAge,181,0.75
entrectinib,Infant,358,0.3
entrectinib,Adult,358,1.0
entrectinib,OldAge,358,0.75
phenol,Infant,455,0.3
phenol,Adult,455,1.0
phenol,OldAge,455,0.75
benzocaine / menthol,Infant,94,0.3
benzocaine / menthol,Adult,94,1.0
benzocaine / menthol,OldAge,94,0.75
menthol,Infant,459,0.3
menthol,Adult,459,1.0
menthol,OldAge,459,0.75
dyclonine,Infant,85,0.3
dyclonine,Adult,85,1.0
dyclonine,OldAge,85,0.75
benzocaine / butamben / tetracaine,Infant,188,0.3
benzocaine / butamben / tetracaine,Adult,188,1.0
benzocaine / butamben / tetracaine,OldAge,188,0.75
nusinersen,Infant,331,0.3
nusinersen,Adult,331,1.0
nusinersen,OldAge,331,0.75
onasemnogene abeparvovec,Infant,367,0.3
onasemnogene abeparvovec,Adult,367,1.0
onasemnogene abeparvovec,OldAge,367,0.75
golimumab,Infant,286,0.3
golimumab,Adult,286,1.0
golimumab,OldAge,286,0.75
pentobarbital,Infant,51,0.3
pentobarbital,Adult,51,1.0
pentobarbital,OldAge,51,0.75
fosphenytoin,Infant,95,0.3
fosphenytoin,Adult,95,1.0
fosphenytoin,OldAge,95,0.75
aluminum hydroxide / magnesium hydroxide,Infant,103,0.3
aluminum hydroxide / magnesium hydroxide,Adult,103,1.0
aluminum hydroxide / magnesium hydroxide,OldAge,103,0.75
sacrosidase,Infant,183,0.3
sacrosidase,Adult,183,1.0
sacrosidase,OldAge,183,0.75
valbenazine,Infant,476,0.3
valbenazine,Adult,476,1.0
valbenazine,OldAge,476,0.75
apomorphine,Infant,349,0.3
apomorphine,Adult,349,1.0
apomorphine,OldAge,349,0.75
tetanus immune globulin,Infant,204,0.3
tetanus immune globulin,Adult,204,1.0
tetanus immune globulin,OldAge,204,0.75
avatrombopag,Infant,79,0.3
avatrombopag,Adult,79,1.0
avatrombopag,OldAge,79,0.75
lusutrombopag,Infant,446,0.3
lusutrombopag,Adult,446,1.0
lusutrombopag,OldAge,446,0.75
caplacizumab,Infant,207,0.3
caplacizumab,Adult,207,1.0
caplacizumab,OldAge,207,0.75
teprotumumab,Infant,244,0.3
teprotumumab,Adult,244,1.0
teprotumumab,OldAge,244,0.75
cefaclor,Infant,462,0.3
cefaclor,Adult,462,1.0
cefaclor,OldAge,462,0.75
povidone iodine,Infant,291,0.3
povidone iodine,Adult,291,1.0
povidone iodine,OldAge,291,0.75
iodine,Infant,154,0.3
iodine,Adult,154,1.0
iodine,OldAge,154,0.75
isopropyl alcohol,Infant,457,0.3
isopropyl alcohol,Adult,457,1.0
isopropyl alcohol,OldAge,457,0.75
sodium hypochlorite,Infant,486,0.3
sodium hypochlorite,Adult,486,1.0
sodium hypochlorite,OldAge,486,0.75
benzalkonium chloride,Infant,452,0.3
benzalkonium chloride,Adult,452,1.0
benzalkonium chloride,OldAge,452,0.75
pimozide,Infant,434,0.3
pimozide,Adult,434,1.0
pimozide,OldAge,434,0.75
isoniazid / pyrazinamide / rifampin,Infant,154,0.3
isoniazid / pyrazinamide / rifampin,Adult,154,1.0
isoniazid / pyrazinamide / rifampin,OldAge,154,0.75
pyrazinamide,Infant,279,0.3
pyrazinamide,Adult,279,1.0
pyrazinamide,OldAge,279,0.75
isoniazid / rifampin,Infant,431,0.3
isoniazid / rifampin,Adult,431,1.0
isoniazid / rifampin,OldAge,431,0.75
rifapentine,Infant,214,0.3
rifapentine,Adult,214,1.0
rifapentine,OldAge,214,0.75
bcg,Infant,498,0.3
bcg,Adult,498,1.0
bcg,OldAge,498,0.75
bcg vaccine,Infant,313,0.3
bcg vaccine,Adult,313,1.0
bcg vaccine,OldAge,313,0.75
bedaquiline,Infant,204,0.3
bedaquiline,Adult,204,1.0
bedaquiline,OldAge,204,0.75
aminosalicylic acid,Infant,313,0.3
aminosalicylic acid,Adult,313,1.0
aminosalicylic acid,OldAge,313,0.75
pretomanid,Infant,469,0.3
pretomanid,Adult,469,1.0
pretomanid,OldAge,469,0.75
"typhoid vaccine, live",Infant,116,0.3
"typhoid vaccine, live",Adult,116,1.0
"typhoid vaccine, live",OldAge,116,0.75
"typhoid vaccine, inactivated",Infant,82,0.3
"typhoid vaccine, inactivated",Adult,82,1.0
"typhoid vaccine, inactivated",OldAge,82,0.75
olsalazine,Infant,352,0.3
olsalazine,Adult,352,1.0
olsalazine,OldAge,352,0.75
sodium phenylbutyrate,Infant,142,0.3
sodium phenylbutyrate,Adult,142,1.0
sodium phenylbutyrate,OldAge,142,0.75
glycerol phenylbutyrate,Infant,254,0.3
glycerol phenylbutyrate,Adult,254,1.0
glycerol phenylbutyrate,OldAge,254,0.75
potassium acid phosphate,Infant,252,0.3
potassium acid phosphate,Adult,252,1.0
potassium acid phosphate,OldAge,252,0.75
valrubicin,Infant,108,0.3
valrubicin,Adult,108,1.0
valrubicin,OldAge,108,0.75
durvalumab,Infant,422,0.3
durvalumab,Adult,422,1.0
durvalumab,OldAge,422,0.75
enfortumab vedotin,Infant,456,0.3
enfortumab vedotin,Adult,456,1.0
enfortumab vedotin,OldAge,456,0.75
varicella virus vaccine,Infant,190,0.3
varicella virus vaccine,Adult,190,1.0
varicella virus vaccine,OldAge,190,0.75
polidocanol,Infant,331,0.3
polidocanol,Adult,331,1.0
polidocanol,OldAge,331,0.75
sodium tetradecyl sulfate,Infant,100,0.3
sodium tetradecyl sulfate,Adult,100,1.0
sodium tetradecyl sulfate,OldAge,100,0.75
antivenin (crotalidae) polyvalent,Infant,466,0.3
antivenin (crotalidae) polyvalent,Adult,466,1.0
antivenin (crotalidae) polyvalent,OldAge,466,0.75
antivenin (micrurus fulvius),Infant,371,0.3
antivenin (micrurus fulvius),Adult,371,1.0
antivenin (micrurus fulvius),OldAge,371,0.75
antivenin (black widow spider),Infant,388,0.3
antivenin (black widow spider),Adult,388,1.0
antivenin (black widow spider),OldAge,388,0.75
betrixaban,Infant,72,0.3
betrixaban,Adult,72,1.0
betrixaban,OldAge,72,0.75
"dextran, low molecular weight",Infant,124,0.3
"dextran, low molecular weight",Adult,124,1.0
"dextran, low molecular weight",OldAge,124,0.75
vitamin a,Infant,69,0.3
vitamin a,Adult,69,1.0
vitamin a,OldAge,69,0.75
beta-carotene,Infant,399,0.3
beta-carotene,Adult,399,1.0
beta-carotene,OldAge,399,0.75
multivitamin with minerals,Infant,452,0.3
multivitamin with minerals,Adult,452,1.0
multivitamin with minerals,OldAge,452,0.75
chromium picolinate,Infant,448,0.3
chromium picolinate,Adult,448,1.0
chromium picolinate,OldAge,448,0.75
selenium,Infant,442,0.3
selenium,Adult,442,1.0
selenium,OldAge,442,0.75
zinc sulfate,Infant,54,0.3
zinc sulfate,Adult,54,1.0
zinc sulfate,OldAge,54,0.75
"multivitamin, prenatal",Infant,80,0.3
"multivitamin, prenatal",Adult,80,1.0
"multivitamin, prenatal",OldAge,80,0.75
ocriplasmin,Infant,82,0.3
ocriplasmin,Adult,82,1.0
ocriplasmin,OldAge,82,0.75
von willebrand factor,Infant,382,0.3
von willebrand factor,Adult,382,1.0
von willebrand factor,OldAge,382,0.75
desipramine,Infant,477,0.3
desipramine,Adult,477,1.0
desipramine,OldAge,477,0.75
zinc acetate,Infant,220,0.3
zinc acetate,Adult,220,1.0
zinc acetate,OldAge,220,0.75
trientine,Infant,390,0.3
trientine,Adult,390,1.0
trientine,OldAge,390,0.75
burosumab,Infant,80,0.3
burosumab,Adult,80,1.0
burosumab,OldAge,80,0.75
yellow fever vaccine,Infant,139,0.3
yellow fever vaccine,Adult,139,1.0
yellow fever vaccine,OldAge,139,0.75
