,Disease_name,Drug_name,absorption,solubility,toxicity,Due_to_Deficiency_of
6846,Hepatitis C,dasabuvir / ombitasvir / paritaprevir / ritonavir,High,Water-soluble,Highly toxic,Liver Enzymes
6847,Hepatitis C,elbasvir / grazoprevir,Moderate,Water-soluble,Highly toxic,Liver Enzymes
6848,Hepatitis C,interferon alfa-2b,Low,Water-soluble,Highly toxic,Liver Enzymes
6849,Hepatitis C,peginterferon alfa-2b,Low,Sparingly soluble,Non-toxic,Liver Enzymes
6850,Hepatitis C,glecaprevir / pibrentasvir,Low,Poorly soluble,Highly toxic,Liver Enzymes
6851,Hepatitis C,sofosbuvir / velpatasvir / voxilaprevir,Moderate,Sparingly soluble,Highly toxic,Liver Enzymes
6852,Hepatitis C,ribavirin,High,Water-soluble,Mildly toxic,Liver Enzymes
6853,Hepatitis C,ledipasvir / sofosbuvir,Moderate,Sparingly soluble,Highly toxic,Liver Enzymes
6854,Hepatitis C,sofosbuvir,Moderate,Lipid-soluble,Highly toxic,Liver Enzymes
6855,Hepatitis C,sofosbuvir / velpatasvir,Moderate,Sparingly soluble,Highly toxic,Liver Enzymes
6856,Hepatitis C,peginterferon alfa-2a,High,Poorly soluble,Highly toxic,Liver Enzymes
6857,Hepatitis C,dasabuvir / ombitasvir / paritaprevir / ritonavir,High,Poorly soluble,Non-toxic,Liver Enzymes
6858,Hepatitis C,elbasvir / grazoprevir,High,Lipid-soluble,Highly toxic,Liver Enzymes
6859,Hepatitis C,interferon alfa-2b,High,Poorly soluble,Non-toxic,Liver Enzymes
6860,Hepatitis C,peginterferon alfa-2b,Low,Water-soluble,Non-toxic,Liver Enzymes
6861,Hepatitis C,glecaprevir / pibrentasvir,Low,Water-soluble,Mildly toxic,Liver Enzymes
6862,Hepatitis C,sofosbuvir / velpatasvir / voxilaprevir,High,Poorly soluble,Highly toxic,Liver Enzymes
6863,Hepatocellular Carcinoma,sorafenib,High,Poorly soluble,Mildly toxic,Electrolytes
6864,Hepatocellular Carcinoma,nivolumab,Low,Water-soluble,Mildly toxic,Electrolytes
6865,Hepatocellular Carcinoma,regorafenib,Low,Water-soluble,Highly toxic,Electrolytes
6866,Hepatocellular Carcinoma,pembrolizumab,High,Water-soluble,Highly toxic,Electrolytes
6867,Hepatocellular Carcinoma,lenvatinib,High,Poorly soluble,Non-toxic,Electrolytes
6868,Hepatocellular Carcinoma,cabozantinib,High,Water-soluble,Non-toxic,Electrolytes
6869,Hepatocellular Carcinoma,ramucirumab,Moderate,Lipid-soluble,Non-toxic,Electrolytes
6870,Herbal Supplementation,bioflavonoids,High,Poorly soluble,Highly toxic,Electrolytes
6871,Hereditary Angioedema,C1 esterase inhibitor (human),Low,Poorly soluble,Non-toxic,Electrolytes
6872,Hereditary Angioedema,ecallantide,Moderate,Sparingly soluble,Non-toxic,Electrolytes
6873,Hereditary Angioedema,icatibant,Moderate,Lipid-soluble,Mildly toxic,Electrolytes
6874,Hereditary Angioedema,conestat alfa,Moderate,Water-soluble,Non-toxic,Electrolytes
6875,Hereditary Angioedema,lanadelumab,High,Poorly soluble,Non-toxic,Electrolytes
6876,Alport Syndrome,lisinopril,High,Poorly soluble,Non-toxic,Electrolytes
6877,Alport Syndrome,losartan,High,Sparingly soluble,Mildly toxic,Electrolytes
6878,Alport Syndrome,enalapril,Low,Water-soluble,Non-toxic,Electrolytes
6879,Alport Syndrome,fosinopril,High,Water-soluble,Non-toxic,Electrolytes
6880,Alport Syndrome,candesartan,High,Sparingly soluble,Mildly toxic,Electrolytes
6881,Alport Syndrome,quinapril,Moderate,Lipid-soluble,Highly toxic,Electrolytes
6882,Hereditary Orotic Aciduria,uridine,Moderate,Poorly soluble,Non-toxic,Electrolytes
6883,Hereditary Tyrosinemia Type 1,nitisinone,Moderate,Water-soluble,Mildly toxic,Electrolytes
6884,Hiatal Hernia,omeprazole,Low,Lipid-soluble,Mildly toxic,Electrolytes
6885,Hiatal Hernia,ranitidine,High,Water-soluble,Mildly toxic,Electrolytes
6886,Hiatal Hernia,lansoprazole,Low,Water-soluble,Non-toxic,Electrolytes
6887,Hiatal Hernia,famotidine,High,Water-soluble,Highly toxic,Electrolytes
6888,Hiatal Hernia,aluminum hydroxide / magnesium hydroxide / simethicone,Low,Water-soluble,Non-toxic,Electrolytes
6889,Hiatal Hernia,aluminum hydroxide / magnesium trisilicate,High,Sparingly soluble,Non-toxic,Electrolytes
6890,Herniated Disk,naproxen,High,Poorly soluble,Non-toxic,Electrolytes
6891,Herniated Disk,ibuprofen,Moderate,Lipid-soluble,Highly toxic,Electrolytes
6892,Ramsay Hunt Syndrome,acyclovir,Moderate,Lipid-soluble,Non-toxic,Electrolytes
6893,Ramsay Hunt Syndrome,prednisone,High,Poorly soluble,Non-toxic,Electrolytes
6894,Ramsay Hunt Syndrome,valacyclovir,High,Sparingly soluble,Non-toxic,Electrolytes
6895,Herpes Simplex,acyclovir,High,Poorly soluble,Non-toxic,Electrolytes
6896,Herpes Simplex,acyclovir,Moderate,Poorly soluble,Mildly toxic,Electrolytes
6897,Herpes Simplex,docosanol,High,Water-soluble,Highly toxic,Electrolytes
6898,Herpes Simplex,allantoin / camphor / phenol,High,Sparingly soluble,Highly toxic,Electrolytes
6899,Herpes Simplex,valacyclovir,Low,Water-soluble,Non-toxic,Electrolytes
6900,Herpes Simplex - Congenital,acyclovir,Moderate,Poorly soluble,Mildly toxic,Electrolytes
6901,Herpes Simplex Dendritic Keratitis,ganciclovir,Low,Poorly soluble,Non-toxic,Electrolytes
6902,Herpes Simplex Encephalitis,acyclovir,High,Sparingly soluble,Highly toxic,Electrolytes
6903,Cold Sores (Herpes Simplex Labialis),valacyclovir,High,Water-soluble,Mildly toxic,Electrolytes
6904,Cold Sores (Herpes Simplex Labialis),acyclovir,Low,Poorly soluble,Mildly toxic,Electrolytes
6905,Cold Sores (Herpes Simplex Labialis),acyclovir,Moderate,Water-soluble,Highly toxic,Electrolytes
6906,Cold Sores (Herpes Simplex Labialis),famciclovir,Moderate,Poorly soluble,Mildly toxic,Electrolytes
6907,Cold Sores (Herpes Simplex Labialis),benzocaine,Low,Water-soluble,Non-toxic,Electrolytes
6908,Cold Sores (Herpes Simplex Labialis),acyclovir / hydrocortisone,Low,Poorly soluble,Highly toxic,Electrolytes
6909,Cold Sores (Herpes Simplex Labialis),penciclovir,High,Lipid-soluble,Mildly toxic,Electrolytes
6910,Cold Sores (Herpes Simplex Labialis),tetracaine,Low,Water-soluble,Non-toxic,Electrolytes
6911,Cold Sores (Herpes Simplex Labialis),benzyl alcohol,Low,Water-soluble,Mildly toxic,Electrolytes
6912,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",valacyclovir,Low,Sparingly soluble,Mildly toxic,Electrolytes
6913,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",acyclovir,Moderate,Sparingly soluble,Mildly toxic,Electrolytes
6914,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",famciclovir,Moderate,Water-soluble,Non-toxic,Electrolytes
6915,"Herpes Simplex, Mucocutaneous/Immunocompromised Host",valacyclovir,Low,Sparingly soluble,Non-toxic,Electrolytes
6916,"Herpes Simplex, Mucocutaneous/Immunocompromised Host",acyclovir,Low,Poorly soluble,Mildly toxic,Electrolytes
6917,"Herpes Simplex, Mucocutaneous/Immunocompromised Host",famciclovir,Moderate,Water-soluble,Non-toxic,Electrolytes
6918,"Herpes Simplex, Mucocutaneous/Immunocompromised Host",foscarnet,Moderate,Water-soluble,Non-toxic,Electrolytes
6919,"Herpes Simplex, Suppression",valacyclovir,Low,Lipid-soluble,Non-toxic,Electrolytes
6920,"Herpes Simplex, Suppression",acyclovir,Moderate,Poorly soluble,Highly toxic,Electrolytes
6921,"Herpes Simplex, Suppression",famciclovir,Low,Water-soluble,Highly toxic,Electrolytes
6922,Herpes Zoster,acyclovir,Moderate,Sparingly soluble,Highly toxic,Electrolytes
6923,Herpes Zoster,valacyclovir,Moderate,Sparingly soluble,Non-toxic,Electrolytes
6924,Herpes Zoster,famciclovir,Moderate,Poorly soluble,Highly toxic,Electrolytes
6925,Herpes Zoster,prednisone,High,Poorly soluble,Highly toxic,Electrolytes
6926,Ramsay Hunt Syndrome,acyclovir,High,Lipid-soluble,Mildly toxic,Electrolytes
6927,Ramsay Hunt Syndrome,prednisone,Moderate,Poorly soluble,Highly toxic,Electrolytes
6928,Ramsay Hunt Syndrome,valacyclovir,High,Lipid-soluble,Non-toxic,Electrolytes
6929,Herpes Zoster Iridocyclitis,prednisone,High,Sparingly soluble,Highly toxic,Electrolytes
6930,Ramsay Hunt Syndrome,acyclovir,Moderate,Sparingly soluble,Highly toxic,Electrolytes
6931,Ramsay Hunt Syndrome,prednisone,High,Poorly soluble,Highly toxic,Electrolytes
6932,Ramsay Hunt Syndrome,valacyclovir,High,Lipid-soluble,Highly toxic,Electrolytes
6933,Ramsay Hunt Syndrome,acyclovir,Low,Lipid-soluble,Mildly toxic,Electrolytes
6934,Ramsay Hunt Syndrome,prednisone,High,Sparingly soluble,Non-toxic,Electrolytes
6935,Ramsay Hunt Syndrome,valacyclovir,Low,Poorly soluble,Non-toxic,Electrolytes
6936,"Herpes Zoster, Prophylaxis",zoster vaccine live,Low,Sparingly soluble,Highly toxic,Electrolytes
6937,"Herpes Zoster, Prophylaxis","zoster vaccine, inactivated",Moderate,Poorly soluble,Highly toxic,Electrolytes
6938,Herpetic Keratitis,trifluridine,Moderate,Lipid-soluble,Mildly toxic,Electrolytes
6939,Herpetic Keratitis,acyclovir,Low,Lipid-soluble,Mildly toxic,Electrolytes
6940,"Heterophyes heterophyes, Intestinal Fluke",praziquantel,Moderate,Poorly soluble,Mildly toxic,Antibodies
6941,"Heterotopic Ossification, Spinal Cord Injury",etidronate,High,Water-soluble,Highly toxic,Electrolytes
6942,"Heterotopic Ossification, Total Hip Arthroplasty",etidronate,Moderate,Water-soluble,Mildly toxic,Electrolytes
6943,"High Cholesterol, Familial Heterozygous",atorvastatin,Low,Poorly soluble,Mildly toxic,Electrolytes
6944,"High Cholesterol, Familial Heterozygous",pravastatin,High,Lipid-soluble,Highly toxic,Electrolytes
6945,"High Cholesterol, Familial Heterozygous",simvastatin,Moderate,Lipid-soluble,Non-toxic,Electrolytes
6946,"High Cholesterol, Familial Heterozygous",ezetimibe,Low,Lipid-soluble,Mildly toxic,Electrolytes
6947,"High Cholesterol, Familial Heterozygous",rosuvastatin,Low,Water-soluble,Highly toxic,Electrolytes
6948,"High Cholesterol, Familial Heterozygous",lovastatin,High,Lipid-soluble,Highly toxic,Electrolytes
6949,"High Cholesterol, Familial Heterozygous",ezetimibe / simvastatin,Moderate,Lipid-soluble,Non-toxic,Electrolytes
6950,"High Cholesterol, Familial Heterozygous",evolocumab,Moderate,Water-soluble,Non-toxic,Electrolytes
6951,"High Cholesterol, Familial Heterozygous",alirocumab,High,Water-soluble,Non-toxic,Electrolytes
6952,"High Cholesterol, Familial Heterozygous",fluvastatin,Low,Lipid-soluble,Non-toxic,Electrolytes
6953,"High Cholesterol, Familial Heterozygous",atorvastatin,Low,Lipid-soluble,Non-toxic,Electrolytes
6954,"High Cholesterol, Familial Heterozygous",pravastatin,High,Water-soluble,Non-toxic,Electrolytes
6955,"High Cholesterol, Familial Heterozygous",simvastatin,Moderate,Poorly soluble,Mildly toxic,Electrolytes
6956,"High Cholesterol, Familial Heterozygous",ezetimibe,High,Lipid-soluble,Non-toxic,Electrolytes
6957,"High Cholesterol, Familial Heterozygous",rosuvastatin,High,Water-soluble,Non-toxic,Electrolytes
6958,"High Cholesterol, Familial Heterozygous",lovastatin,High,Poorly soluble,Highly toxic,Electrolytes
6959,"High Cholesterol, Familial Heterozygous",ezetimibe / simvastatin,High,Water-soluble,Non-toxic,Electrolytes
6960,"High Cholesterol, Familial Heterozygous",evolocumab,Moderate,Poorly soluble,Mildly toxic,Electrolytes
6961,"High Cholesterol, Familial Heterozygous",alirocumab,High,Poorly soluble,Non-toxic,Electrolytes
6962,"High Cholesterol, Familial Heterozygous",fluvastatin,Moderate,Water-soluble,Highly toxic,Electrolytes
6963,Ehrlichiosis,doxycycline,Low,Sparingly soluble,Highly toxic,Electrolytes
6964,Ehrlichiosis,tetracycline,Low,Poorly soluble,Highly toxic,Electrolytes
6965,Ehrlichiosis,doxycycline,Low,Lipid-soluble,Mildly toxic,Electrolytes
6966,Ehrlichiosis,tetracycline,Moderate,Sparingly soluble,Highly toxic,Electrolytes
6967,Hiatal Hernia,omeprazole,Moderate,Poorly soluble,Mildly toxic,Electrolytes
6968,Hiatal Hernia,ranitidine,Moderate,Poorly soluble,Highly toxic,Electrolytes
6969,Hiatal Hernia,lansoprazole,Moderate,Lipid-soluble,Highly toxic,Electrolytes
6970,Hiatal Hernia,famotidine,Moderate,Poorly soluble,Mildly toxic,Electrolytes
6971,Hiatal Hernia,aluminum hydroxide / magnesium hydroxide / simethicone,Moderate,Lipid-soluble,Mildly toxic,Electrolytes
6972,Hiatal Hernia,aluminum hydroxide / magnesium trisilicate,Low,Poorly soluble,Highly toxic,Electrolytes
6973,Hiccups,chlorpromazine,High,Lipid-soluble,Non-toxic,Electrolytes
6974,Hiccups,baclofen,High,Poorly soluble,Mildly toxic,Electrolytes
6975,Hiccups,prochlorperazine,Moderate,Water-soluble,Non-toxic,Electrolytes
6976,Hiccups,gabapentin,High,Sparingly soluble,Non-toxic,Electrolytes
6977,Hidradenitis Suppurativa,adalimumab,Low,Poorly soluble,Highly toxic,Electrolytes
6978,Hyperimmunoglobulin D Syndrome,canakinumab,Moderate,Lipid-soluble,Highly toxic,Electrolytes
6979,High Blood Pressure (Hypertension),lisinopril,Moderate,Water-soluble,Highly toxic,Nitric Oxide
6980,High Blood Pressure (Hypertension),amlodipine,Moderate,Poorly soluble,Non-toxic,Nitric Oxide
6981,High Blood Pressure (Hypertension),losartan,Low,Water-soluble,Highly toxic,Nitric Oxide
6982,High Blood Pressure (Hypertension),hydrochlorothiazide,Low,Water-soluble,Mildly toxic,Nitric Oxide
6983,High Blood Pressure (Hypertension),metoprolol,High,Sparingly soluble,Mildly toxic,Nitric Oxide
6984,High Blood Pressure (Hypertension),atenolol,High,Lipid-soluble,Non-toxic,Nitric Oxide
6985,High Blood Pressure (Hypertension),carvedilol,Low,Poorly soluble,Mildly toxic,Nitric Oxide
6986,High Blood Pressure (Hypertension),furosemide,High,Poorly soluble,Mildly toxic,Nitric Oxide
6987,High Blood Pressure (Hypertension),hydrochlorothiazide / lisinopril,Low,Poorly soluble,Mildly toxic,Nitric Oxide
6988,High Blood Pressure (Hypertension),clonidine,Moderate,Sparingly soluble,Highly toxic,Nitric Oxide
6989,High Blood Pressure (Hypertension),enalapril,Low,Lipid-soluble,Non-toxic,Nitric Oxide
6990,High Blood Pressure (Hypertension),valsartan,Low,Poorly soluble,Highly toxic,Nitric Oxide
6991,High Cholesterol,atorvastatin,High,Water-soluble,Highly toxic,Electrolytes
6992,High Cholesterol,simvastatin,High,Water-soluble,Highly toxic,Electrolytes
6993,High Cholesterol,pravastatin,Low,Sparingly soluble,Highly toxic,Electrolytes
6994,High Cholesterol,rosuvastatin,Low,Lipid-soluble,Highly toxic,Electrolytes
6995,High Cholesterol,lovastatin,High,Poorly soluble,Highly toxic,Electrolytes
6996,High Cholesterol,ezetimibe,Moderate,Water-soluble,Non-toxic,Electrolytes
6997,High Cholesterol,gemfibrozil,Moderate,Water-soluble,Highly toxic,Electrolytes
6998,High Cholesterol,niacin,High,Lipid-soluble,Non-toxic,Electrolytes
6999,High Cholesterol,ezetimibe / simvastatin,High,Sparingly soluble,Mildly toxic,Electrolytes
7000,High Cholesterol,fenofibric acid,Moderate,Water-soluble,Mildly toxic,Electrolytes
7001,"High Cholesterol, Familial Heterozygous",atorvastatin,Moderate,Poorly soluble,Highly toxic,Electrolytes
7002,"High Cholesterol, Familial Heterozygous",pravastatin,Low,Sparingly soluble,Non-toxic,Electrolytes
7003,"High Cholesterol, Familial Heterozygous",simvastatin,Low,Poorly soluble,Mildly toxic,Electrolytes
7004,"High Cholesterol, Familial Heterozygous",ezetimibe,High,Lipid-soluble,Highly toxic,Electrolytes
7005,"High Cholesterol, Familial Heterozygous",rosuvastatin,High,Poorly soluble,Mildly toxic,Electrolytes
7006,"High Cholesterol, Familial Heterozygous",lovastatin,High,Poorly soluble,Highly toxic,Electrolytes
7007,"High Cholesterol, Familial Heterozygous",ezetimibe / simvastatin,Low,Lipid-soluble,Mildly toxic,Electrolytes
7008,"High Cholesterol, Familial Heterozygous",evolocumab,High,Lipid-soluble,Highly toxic,Electrolytes
7009,"High Cholesterol, Familial Heterozygous",alirocumab,Moderate,Water-soluble,Highly toxic,Electrolytes
7010,"High Cholesterol, Familial Heterozygous",fluvastatin,Low,Sparingly soluble,Highly toxic,Electrolytes
7011,"High Cholesterol, Familial Homozygous",atorvastatin,High,Sparingly soluble,Non-toxic,Electrolytes
7012,"High Cholesterol, Familial Homozygous",simvastatin,High,Sparingly soluble,Highly toxic,Electrolytes
7013,"High Cholesterol, Familial Homozygous",rosuvastatin,Moderate,Poorly soluble,Non-toxic,Electrolytes
7014,"High Cholesterol, Familial Homozygous",ezetimibe / simvastatin,Moderate,Water-soluble,Mildly toxic,Electrolytes
7015,"High Cholesterol, Familial Homozygous",lomitapide,Low,Poorly soluble,Non-toxic,Electrolytes
7016,"High Cholesterol, Familial Homozygous",evolocumab,Moderate,Poorly soluble,Mildly toxic,Electrolytes
7017,High Risk Percutaneous Transluminal Angioplasty,allopurinol,Moderate,Lipid-soluble,Highly toxic,Electrolytes
7018,High Risk Percutaneous Transluminal Angioplasty,abciximab,Moderate,Water-soluble,Non-toxic,Electrolytes
7019,Fever,acetaminophen,High,Lipid-soluble,Non-toxic,Antibodies
7020,Fever,ibuprofen,Moderate,Poorly soluble,Highly toxic,Antibodies
7021,Fever,aspirin,High,Lipid-soluble,Highly toxic,Antibodies
7022,Fever,naproxen,Moderate,Poorly soluble,Highly toxic,Antibodies
7023,Hypertriglyceridemia,fenofibrate,High,Lipid-soluble,Highly toxic,Electrolytes
7024,Hypertriglyceridemia,omega-3 polyunsaturated fatty acids,High,Lipid-soluble,Highly toxic,Electrolytes
7025,Hypertriglyceridemia,fenofibric acid,Low,Sparingly soluble,Highly toxic,Electrolytes
7026,Hypertriglyceridemia,icosapent,Moderate,Sparingly soluble,Highly toxic,Electrolytes
7027,Hypertriglyceridemia,rosuvastatin,Moderate,Sparingly soluble,Highly toxic,Electrolytes
7028,Hirsutism,spironolactone,High,Lipid-soluble,Non-toxic,Antibodies
7029,Hirsutism,eflornithine,Low,Water-soluble,Non-toxic,Antibodies
7030,Hirsutism,flutamide,Moderate,Sparingly soluble,Highly toxic,Antibodies
7031,Hirsutism,leuprolide,High,Poorly soluble,Mildly toxic,Antibodies
7032,Non-Hodgkin's Lymphoma,cyclophosphamide,High,Water-soluble,Mildly toxic,Electrolytes
7033,Non-Hodgkin's Lymphoma,vincristine,Low,Lipid-soluble,Non-toxic,Electrolytes
7034,Non-Hodgkin's Lymphoma,rituximab,Moderate,Sparingly soluble,Mildly toxic,Electrolytes
7035,Non-Hodgkin's Lymphoma,methotrexate,Low,Sparingly soluble,Highly toxic,Electrolytes
7036,Non-Hodgkin's Lymphoma,bendamustine,Moderate,Sparingly soluble,Non-toxic,Electrolytes
7037,Non-Hodgkin's Lymphoma,cytarabine,High,Poorly soluble,Non-toxic,Electrolytes
7038,Non-Hodgkin's Lymphoma,fludarabine,Moderate,Lipid-soluble,Mildly toxic,Electrolytes
7039,Non-Hodgkin's Lymphoma,bleomycin,Moderate,Lipid-soluble,Mildly toxic,Electrolytes
7040,Non-Hodgkin's Lymphoma,carmustine,High,Lipid-soluble,Non-toxic,Electrolytes
7041,Non-Hodgkin's Lymphoma,idelalisib,Low,Lipid-soluble,Highly toxic,Electrolytes
7042,Non-Hodgkin's Lymphoma,ibritumomab,High,Sparingly soluble,Highly toxic,Electrolytes
7043,Non-Hodgkin's Lymphoma,ibrutinib,Moderate,Sparingly soluble,Non-toxic,Electrolytes
7044,Non-Hodgkin's Lymphoma,mitoxantrone,Moderate,Sparingly soluble,Highly toxic,Electrolytes
7045,Histiocytosis,vinblastine,Moderate,Poorly soluble,Non-toxic,Electrolytes
7046,Histiocytosis,cyclophosphamide,Moderate,Sparingly soluble,Non-toxic,Electrolytes
7047,Histiocytosis,etanercept,Low,Water-soluble,Non-toxic,Electrolytes
7048,Histoplasmosis,itraconazole,Moderate,Water-soluble,Mildly toxic,Electrolytes
7049,Histoplasmosis,fluconazole,Moderate,Sparingly soluble,Non-toxic,Electrolytes
7050,Histoplasmosis,ketoconazole,High,Poorly soluble,Mildly toxic,Electrolytes
7051,Histoplasmosis,amphotericin b lipid complex,Low,Poorly soluble,Highly toxic,Electrolytes
7052,"Histoplasmosis, Immunocompenent Host",amphotericin b,High,Poorly soluble,Mildly toxic,Electrolytes
7053,"Histoplasmosis, Meningitis",amphotericin b,Low,Sparingly soluble,Highly toxic,Electrolytes
7054,HIV Infection,lamivudine,Moderate,Poorly soluble,Mildly toxic,Antibodies
7055,HIV Infection,efavirenz / emtricitabine / tenofovir,Low,Lipid-soluble,Non-toxic,Antibodies
7056,HIV Infection,ritonavir,Low,Sparingly soluble,Mildly toxic,Antibodies
7057,HIV Infection,emtricitabine / tenofovir,Low,Sparingly soluble,Mildly toxic,Antibodies
7058,HIV Infection,tenofovir,Moderate,Sparingly soluble,Non-toxic,Antibodies
7059,HIV Infection,abacavir,Low,Lipid-soluble,Non-toxic,Antibodies
7060,HIV Infection,lamivudine,Moderate,Lipid-soluble,Highly toxic,Antibodies
7061,HIV Infection,efavirenz / emtricitabine / tenofovir,High,Water-soluble,Non-toxic,Antibodies
7062,HIV Infection,ritonavir,Low,Water-soluble,Mildly toxic,Antibodies
7063,HIV Infection,emtricitabine / tenofovir,Moderate,Lipid-soluble,Highly toxic,Antibodies
7064,HIV Infection,tenofovir,Low,Lipid-soluble,Non-toxic,Antibodies
